0.941767281274 + 0.0271895917458j
0.465593334414 + 0.756359283083j
0.229715095158 + 0.889353242357j
0.382309762334 + 0.440725795827j
0.500859491956 + 0.52151437362j
0.462564967458 + 0.526547946288j
0.0771100942186 + 0.103403324908j
0.782277984352 + 0.317821783359j
0.896171842403 + 0.0388415696153j
0.730741747554 + 0.768003156314j
0.366796125022 + 0.759455906923j
0.60571392326 + 0.844838094199j
0.532396612464 + 0.776928185351j
0.618584403043 + 0.0502342056892j
0.957764211971 + 0.402154569242j
0.199375681286 + 0.545032185578j
0.421405260007 + 0.743361752758j
0.0490819643327 + 0.0366173251456j
0.188893616745 + 0.522801081541j
0.284250538317 + 0.775778850614j
0.15967883419 + 0.725613050346j
0.333683156136 + 0.574338243737j
0.0890586088719 + 0.591861838596j
0.496911462072 + 0.873029034948j
0.351713690426 + 0.948012739168j
0.639619740086 + 0.202325742662j
0.0025998941402 + 0.686372718081j
0.140916076064 + 0.23745591506j
0.918613331116 + 0.344279835575j
0.30603940658 + 0.856296193452j
0.112842086139 + 0.148856000859j
0.108160465697 + 0.90229441071j
0.49335065516 + 0.061257355119j
0.266638846332 + 0.368312044782j
0.254943218357 + 0.198601649213j
0.0877132999434 + 0.12600633283j
0.350386888795 + 0.171692902562j
0.785133137669 + 0.403128059949j
0.0454815990701 + 0.948148269428j
0.271955330361 + 0.116148788536j
0.167694916855 + 0.285120886271j
0.818961892088 + 0.0834649946629j
0.857926582263 + 0.850522292792j
0.0925264217664 + 0.684661665379j
0.768386533892 + 0.745346240728j
0.89708526706 + 0.636507825023j
0.205376217904 + 0.434458650713j
0.412504889711 + 0.188719714757j
0.197159089404 + 0.494456135582j
0.516907438604 + 0.388176807139j
0.711276761259 + 0.955989258374j
0.608489860809 + 0.984755178104j
0.654088231049 + 0.607130646643j
0.786734463173 + 0.436236974211j
0.535401926156 + 0.57787237773j
0.598493371625 + 0.457173486913j
0.948882162616 + 0.214200436979j
0.024364789776 + 0.416499956583j
0.443422644729 + 0.324374320743j
0.897369505624 + 0.280048730166j
0.942846893563 + 0.0102094496975j
0.972109911721 + 0.973599868456j
0.950875491167 + 0.640771188333j
0.394132122648 + 0.51643699102j
0.860337433615 + 0.538895378427j
0.0217263238502 + 0.209225774753j
0.340971327541 + 0.51882734066j
0.474094532117 + 0.530925048251j
0.201897156138 + 0.675096480813j
0.63473662887 + 0.0281709909812j
0.211352202309 + 0.213725060223j
0.213600435427 + 0.93879853685j
0.0426312155095 + 0.96070958143j
0.183435430406 + 0.490472304652j
0.534554194638 + 0.0589996953581j
0.232730662904 + 0.673870979195j
0.783999329481 + 0.216236813205j
0.128453204458 + 0.319472829022j
0.749393860768 + 0.180186742457j
0.498996656872 + 0.169366533422j
0.191654049251 + 0.370524222687j
0.0972039665313 + 0.388303647138j
0.317136374785 + 0.426769398657j
0.472535673571 + 0.968656659239j
0.280952894362 + 0.986986455506j
0.735715924735 + 0.620015015617j
0.693995141872 + 0.724584345729j
0.339124959858 + 0.470057878672j
0.874731702982 + 0.455287144156j
0.0207535293656 + 0.62555388814j
0.964884760597 + 0.705544079059j
0.0330941404737 + 0.810396708633j
0.953363923898 + 0.608452390112j
0.459283356193 + 0.311780369946j
0.307956079757 + 0.461153065401j
0.104366456938 + 0.762080080933j
0.0509942610922 + 0.599335225274j
0.621749053037 + 0.659009762569j
0.84998993921 + 0.863534980837j
0.558157905446 + 0.722819802902j
0.659342211392 + 0.746052444296j
0.37400692533 + 0.113476248622j
0.810718691838 + 0.325082870378j
0.509407542539 + 0.218129587352j
0.479558171389 + 0.39210937885j
0.387809211271 + 0.969742841942j
0.0677156933463 + 0.469035034739j
0.905926525391 + 0.746052861556j
0.205584012114 + 0.441907750131j
0.210497977939 + 0.409674789811j
0.673297425743 + 0.323567498519j
0.576373309383 + 0.61043685158j
0.370489418566 + 0.0884510100961j
0.287216609046 + 0.201040298324j
0.835984900322 + 0.76523058141j
0.525667226546 + 0.375039578208j
0.941354186362 + 0.0822257799606j
0.971216001823 + 0.939064580002j
0.481404391947 + 0.211144467045j
0.575641741378 + 0.600783547744j
0.622518746444 + 0.68986746137j
0.626153975009 + 0.473862844887j
0.249239629922 + 0.700684827275j
0.721814465057 + 0.51134849856j
0.334286880087 + 0.605385865142j
0.873575192242 + 0.839982349852j
0.72170039203 + 0.130217187693j
0.00225760729371 + 0.683000422561j
