0.448145569406 + 0.765090147467j
0.182321286048 + 0.103040568254j
0.561679167672 + 0.11758049907j
0.128908336352 + 0.275713888248j
0.456466933759 + 0.303700687929j
0.857301936284 + 0.495254516905j
0.765729339404 + 0.576923492887j
0.290218222237 + 0.386732581341j
0.716708264493 + 0.641427207624j
0.0999483799903 + 0.451037873538j
0.0121324162163 + 0.704866440182j
0.960176969825 + 0.853453225352j
0.93896625491 + 0.297905543533j
0.596820688039 + 0.928089512357j
0.84157155179 + 0.405528176072j
0.279510868618 + 0.899963325485j
