0.303308735565 + 0.708395824943j
0.471765504697 + 0.214331117694j
0.106468328741 + 0.332954807686j
0.939157460035 + 0.427684107096j
0.0593291944268 + 0.693731471407j
0.329350678467 + 0.120553115095j
0.262191635689 + 0.949364407637j
0.981754314235 + 0.500011556799j
0.0682984329449 + 0.945184896228j
0.174706676915 + 0.321031798177j
0.515072278088 + 0.0382241906844j
0.964206687643 + 0.718319121259j
0.0999657392531 + 0.125108047953j
0.973146993708 + 0.980270809029j
0.42719415874 + 0.782785983214j
0.574431135155 + 0.693486766915j
