0.078514151053 + 0.767170698046j
0.543723823896 + 0.938006324278j
0.062088516462 + 0.879288237288j
0.0188763334704 + 0.431572474609j
0.187325177275 + 0.724228158015j
0.609061564075 + 0.289617808996j
0.237922703462 + 0.842565138012j
0.182128874248 + 0.572066166532j
0.555647232909 + 0.361612310848j
0.196064229945 + 0.960802700274j
0.722077851213 + 0.586100654624j
0.0413000857565 + 0.0650891259583j
0.933896933218 + 0.986078761107j
0.729296006163 + 0.916175468536j
0.843298763804 + 0.357950133633j
0.854474414309 + 0.972125417485j
0.647078009503 + 0.567499748852j
0.389595204531 + 0.307111633221j
0.349375121303 + 0.763937397773j
0.101895811098 + 0.537127414588j
0.451817211969 + 0.344187502114j
0.261419351175 + 0.711430201459j
0.193077708031 + 0.0848053197718j
0.724558569797 + 0.320118085929j
0.969396717292 + 0.568366491486j
0.014296574925 + 0.828623283308j
0.694976417186 + 0.39629970142j
0.146953921752 + 0.138574266729j
0.143110937414 + 0.638861349831j
0.522852576159 + 0.229132406952j
0.156972856136 + 0.886760595293j
0.920728576229 + 0.229959322453j
0.660823784002 + 0.70617850432j
0.858797898933 + 0.611704990643j
0.646811352397 + 0.271677327046j
0.108234730148 + 0.0413115512867j
0.020440021553 + 0.181359519399j
0.182634499697 + 0.328555556458j
0.763209675012 + 0.242221069944j
0.0890726618524 + 0.0707256960037j
0.133062577369 + 0.165229519895j
0.178635766531 + 0.914621350127j
0.766333035286 + 0.0418724971853j
0.309748570462 + 0.775883882192j
0.0106843120645 + 0.830220656783j
0.201540750942 + 0.593817424531j
0.711255899651 + 0.990824689998j
0.597290686176 + 0.0405838024885j
0.780422950549 + 0.989306251588j
0.427851228322 + 0.794580018536j
0.163969817197 + 0.660427057801j
0.631429527384 + 0.338178003788j
0.767290135645 + 0.88356057865j
0.596067385292 + 0.313605057704j
0.202420770989 + 0.981707359828j
0.409831573726 + 0.00634092580269j
0.596508658059 + 0.272781642932j
0.0511917414748 + 0.069460490011j
0.654293266409 + 0.302375542975j
0.948636848701 + 0.421855109686j
0.071192836646 + 0.360370512364j
0.357316016983 + 0.347729865183j
0.995953071335 + 0.657060908426j
0.75092443522 + 0.869335112506j
