0.706520099912 + 0.870738240236j
0.976245909135 + 0.600068508918j
0.130381038874 + 0.195870285731j
0.497045314001 + 0.436797570183j
0.466150709894 + 0.730982904728j
0.654801116863 + 0.169329821694j
0.605418054706 + 0.661585728415j
0.741383910348 + 0.106207244154j
0.038057809621 + 0.779229017253j
0.302224702985 + 0.672585318811j
0.637834731607 + 0.724413624992j
0.0399892553333 + 0.656696768544j
0.528655632886 + 0.356267927326j
0.571683982588 + 0.841760780946j
0.0128826567094 + 0.967481985492j
0.871703833074 + 0.566776695701j
0.254650473963 + 0.0715694611568j
0.921856418071 + 0.353584280336j
0.12908730354 + 0.763882294597j
0.442103965373 + 0.790972438171j
0.539697738552 + 0.988042270995j
0.00928917260859 + 0.2270813006j
0.0848106571776 + 0.580250022331j
0.209037859863 + 0.544080604529j
0.658192873756 + 0.431899227465j
0.119177401938 + 0.615256308337j
0.171214946105 + 0.321765475606j
0.681953548826 + 0.237965103897j
0.93974945773 + 0.332125605452j
0.393171890575 + 0.848047972001j
0.192615090201 + 0.69528135386j
0.304089463894 + 0.790671755057j
0.210674031127 + 0.0324635928445j
0.604170971904 + 0.285553113922j
0.674528888493 + 0.0461659510266j
0.949083379996 + 0.49657891887j
0.594221292258 + 0.734813747169j
0.928747304577 + 0.795933622825j
0.172792553155 + 0.121386575884j
0.529048259623 + 0.692681780002j
0.611215871029 + 0.152390538053j
0.820248895615 + 0.436476421878j
0.724913051236 + 0.390015960803j
0.97700691886 + 0.474724580829j
0.208445498212 + 0.917152568393j
0.0198903468332 + 0.172631459558j
0.415218540538 + 0.720665987291j
0.50427426005 + 0.231624845116j
0.0119481687958 + 0.754437709543j
0.813255293256 + 0.686429780087j
0.391556978262 + 0.711665619412j
0.901137462761 + 0.217398462361j
0.607255355414 + 0.363984089423j
0.541854173162 + 0.414586587375j
0.596439928181 + 0.787432968013j
0.417935487732 + 0.148567669324j
0.779344499731 + 0.570984689233j
0.00802914936282 + 0.663846346009j
0.458637705672 + 0.865364374917j
0.701425411865 + 0.517602372348j
0.121303248645 + 0.040637146528j
0.153354243066 + 0.43480432965j
0.360175210388 + 0.163935722678j
0.378585811784 + 0.504264324732j
0.756998957937 + 0.703567485697j
0.338806301687 + 0.62670412418j
0.690755686601 + 0.135144902234j
0.977405978491 + 0.60011524813j
0.350926443364 + 0.131072643004j
0.0242912587951 + 0.17126492415j
0.5777192767 + 0.1238293388j
0.697876813713 + 0.234321543886j
0.762230242755 + 0.330916241583j
0.371763872619 + 0.688550886472j
0.949960124216 + 0.680278725938j
0.0927276444159 + 0.00802551050461j
0.283895931464 + 0.86108936564j
0.807211049588 + 0.728882819783j
0.163740400086 + 0.415122423585j
0.4595000562 + 0.286548771585j
0.926201069784 + 0.754644048503j
0.81619497286 + 0.574079734619j
0.4030369942 + 0.794073812137j
0.0771138639302 + 0.691864009362j
0.969869032768 + 0.684062286252j
0.0417188808884 + 0.871474174186j
0.431067409712 + 0.244761967143j
0.339980439931 + 0.450442555251j
0.946590360623 + 0.816558053349j
0.50786529257 + 0.995291064611j
0.388907321648 + 0.0424030907673j
0.800866097905 + 0.455579875059j
0.628137354093 + 0.857650666476j
0.333287834885 + 0.796105895176j
0.13811652767 + 0.421447979237j
0.287030129603 + 0.591752203592j
0.625990521201 + 0.669839271044j
0.869803308026 + 0.460979853403j
0.803008020554 + 0.690545721084j
0.0579209629826 + 0.239689088185j
0.754797496115 + 0.911666148799j
0.273014626166 + 0.514170244521j
0.344957338918 + 0.671817472483j
0.408078421398 + 0.386769812257j
0.00309776747381 + 0.57685746543j
0.393895978908 + 0.637455558138j
0.479111207009 + 0.522847034102j
0.90151026539 + 0.552775027994j
0.343764018952 + 0.198917968287j
0.267529815621 + 0.437709091391j
0.495029568115 + 0.537813811594j
0.950683113198 + 0.109837474167j
0.00312452954656 + 0.184655515831j
0.974187525437 + 0.960210888586j
0.28804714782 + 0.338882728411j
0.212409816443 + 0.91480640648j
0.885871575109 + 0.674165397939j
0.139993464229 + 0.775418731035j
0.638204234599 + 0.846773285801j
0.078556118344 + 0.179349973116j
0.813258447142 + 0.604346053737j
0.798795589398 + 0.241547429577j
0.836144010752 + 0.689598541993j
0.419766962956 + 0.385205260381j
0.0321708140879 + 0.378831544754j
0.848256963842 + 0.523490545256j
0.172523728342 + 0.892740434488j
0.26555468523 + 0.707045014187j
